id,comment_id,revision_id,parent_revision,file_name,line_number,review_comment,comment_group
40,3fce034c_ab1462a1,063824125bd56684395761569a0a24c54767ccb6,469d58ed79aca342a2916d0f4f8ffd06df467fe4,nova/api/openstack/compute/hypervisors.py,271,Yeehaw this was never documented in the API reference.,EVOLVE
41,9fdfeff1_335d3e79,20a46ece5701c9798a5e0df12c944237cb1ece3e,743d9e4dc7117412047d76c0fca6ed281265d5c7,nova/compute/resource_tracker.py,252,"+1

i would have assumed from the signiture of this function that since we are passing presuable the new flaovr as the instance_type paramater that invoking self._move_claim would have use that instead of the  instance.new_flavor so it non obvious that instance.new_flavor would need to be set.

so just a general question. i have wonderd why we have instance.flavor .old_flavor and .new_flavor in the past and lookin at the patch that intoduced them it was non obviobious to me. 
https://github.com/openstack/nova/commit/8b6a22e0e132d8dac6c280c1cd8aed2bbe980760

am i correct in my understanding that instance.flavor is the current flavor the instace is useing. instance.new_flavor is the target  falvor for a resize and instance.old_flavor is used to store the current flavor so that we can restore it if we revert the resize?",DISCUSS
42,ffb9cba7_7eede4ed,186b37f8237010b5abd4ab4ad208a9ea400f8819,570b07e53c72b1fbb80315bd5f4cf42e4e69f64b,nova/api/openstack/compute/availability_zone.py,76,"Probably the only good way to test this with a unit test is to make sure that we're properly handling duplicates (which maybe there is already a test for that? We could find out by simply removing the ""if service['host'] not in zone_hosts[service['availability_zone']]:"" check in the previous code).",EVOLVE
43,3f79a3b5_6ee8a97d,ef0a50df52abef022d67fa20a1bbba9bb23ad6c2,ad31f5d66d6df25555c2f1c5653ac754790f06df,nova/conf/libvirt.py,695,ditto,EVOLVE
44,9fdfeff1_216483b8,701d653b5ac9a85fe691c77d6d0611f690d00d3a,b01da49dfc38057a751cb59f4a7a99dd7f20b6ff,nova/conductor/tasks/live_migrate.py,167,nit: hypervisor,EVOLVE
45,9fdfeff1_0aa4184a,33644fbc8ebbca43d4d706d38501314a07ae5e66,b0f795e512416e3934a7e2663f22998f62248cba,nova/compute/manager.py,2103,"Meh, there's not really a thing called requester_id. Really it's just the odd empty-string/number-ish thing that we use as a key for the request group :) But I suppose ""requester_id"" is as good a term for that as any ;)",EVOLVE
46,9fdfeff1_f90ba279,cd2fe293354b617e17909001c0ce8bee3b27532d,bcfd2439bab7cfad942d7e6a187df6edb1d1bf09,nova/virt/libvirt/driver.py,6311,is this not an f... exception?,DISCUSS
47,5fc1f717_823c55c8,a845b3bf7b15c3966452e99493edf02972ad438f,2f06b12623d446da0c398e681b3ee1fb68791d31,nova/scheduler/utils.py,521,"Per the discussion in the spec, I think just document that if nodes > 1 we have a case of a target baremetal host being specified without a specific node and we can't decide which node to use, so we have to remove the limit from the GET /a_c query.",EVOLVE
48,3f79a3b5_750f0d38,69f2e957df7374a7d8bfbd30ebecfed940e17a2f,346db33d7d3185efc2c86dfd7d20984000404a94,nova/network/neutronv2/api.py,3033,RP,EVOLVE
49,3f79a3b5_314fcc31,f2c6dd9767e4dfb6cf78df91df545c086cb95650,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,nova/virt/libvirt/driver.py,1077,"After Mel's earlier comment I did my own quick audit, too. I think the only way this instance.host check could result in unwanted loss of data is if instance.host has been set to dest, but the data is not present there, yet. The 3 opportunities for doing that are evacuation, live migration, and resize.

Evacuate uses the rebuild workflow, which updates instance.host after a successful call to _do_rebuild_instance.

Resize updates instance.host after a successful call to migrate_disk_and_power_off.

Live migration updates instance.host in post_live_migration_at_destination, which is called after the data has moved.",FUNCTION
50,9fdfeff1_eb0bff79,bbfb3bcf792b0d712ec59259479c8701b1e31722,735c2181dc450195454cf4dc62a814ff1679abda,nova/tests/functional/test_servers.py,5474,"This seems like it could be racy later if something else is using the fixture, but hopefully none of that is global...",FUNCTION
51,9fdfeff1_2cb661de,5a8b0956f6a5e9ca2be4388129de7ca9728cc27b,3548cf59217f62966a21ea65a8cb744606431bd6,nova/objects/request_spec.py,706,"Ã¢Å“â€

could also do:

 if not group.required_traits.issubset(provider_traits[rp_uuid]):
     return False",FUNCTION
52,9fdfeff1_2820e8ab,96524e18fd2d0a11aa0c3c078a401b72839009d7,99ca7d60b41f63446f86ed9be86440a2b250f330,nova/pci/manager.py,174,"We should probably also update this warning to give the operator some things to check or try, right? Maybe add something like: ""Check your [pci]passthrough_whitelist configuration to make sure this allocated device is whitelisted, and/or you may need to migrate the server to another host if the device is no longer available on this host.""",EVOLVE
53,5fc1f717_5db09543,107c95fc5bae36e8e9f5e98a65ae0e4043ddb26e,3548cf59217f62966a21ea65a8cb744606431bd6,nova/compute/flavors.py,117,"This case is tested with test_create_invalid_flavorid, fine.",EVOLVE
54,9fdfeff1_6b6b8f84,bbfb3bcf792b0d712ec59259479c8701b1e31722,735c2181dc450195454cf4dc62a814ff1679abda,nova/api/openstack/common.py,574,"This could be optimized to only return the ""resource_request"" field using the fields kwarg to list_ports.",EVOLVE
55,9fdfeff1_c58a71bd,da972e3432ef0f7a242510a52484bc5660d9806c,104d79d8dd05fc49c4160b759d43291b874c5d28,nova/virt/driver.py,163,Need to add use_cache param to docstring.,EVOLVE
56,9fdfeff1_92447aba,a152f0922e97a5f6e6dde36fc0b5d18bdfb04e1f,1a5ba01451f59220d38c701184183d31d6bc9126,nova/objects/instance_mapping.py,241,"Just thinking out loud, but if the cell is down here this would blow up in some weird way right, like some kind of DBError? And we'd just choke and not be able to process any other instances in up cells. I realize this is an issue in other data migrations that are iterating all the cells (the one for queued_for_delete and the virtual_interfaces one). Seems we should be more resilient, but we could also deal with that in a follow up.",FUNCTION
57,9fdfeff1_49de653f,64d1984c85c040fcb62f803986f929ce80564aeb,ee57c92e8b675adf3f35de29f7cea9c9d042d44b,nova/compute/api.py,536,"Would be nice to take this opportunity to document the parameters here, specifically image because from just looking at this I can't tell if it's a dict or an ImageMeta object.",EVOLVE
58,3f79a3b5_c27dc1c3,80881918f676d218d076ca30a66214c312dd089f,a1dba961f0018a4995d208a290f4a859ce295840,nova/compute/manager.py,968,"This is debatable and I wouldn't include it here - if we don't save it, the info_cache (our state) is not the same as neutron's state, which could lead to weird side effects. Generally I think it's best if we try to always mirror the source of truth as much as possible (hence https://review.openstack.org/#/c/591607/). So how about we just add the 'unbound' here and drop the additional editorial?",EVOLVE
59,3f79a3b5_db2b47e6,4a5da5a3b471bb5592d0a97e93bb69152e6447c0,5adfb64c6c6a212db93988da11469f77ed3ac87c,nova/virt/libvirt/driver.py,8436,"This isn't working on a snapshot right? This is just a non-config drive disk during a resize (cold migration), as such if snapshot_compression=True we'll apply the -c option on qemu-img convert - is that OK? Is it harmless?",DISCUSS
60,3f79a3b5_025efd12,d779b33d72d6ef41651ce7b93fe982f121bae2d7,183f6238c1d98b04fdcee0fb70212f01f4012ae4,nova/tests/unit/compute/test_rpcapi.py,615,"Not sure why we don't just do this in setUp so each individual test doesn't need to remember to do it, but that could be done as a cleanup follow up (same for NO_COMPUTES_WARNING really).",EVOLVE
61,9fdfeff1_f08c9e80,6225fa3a4cf89b7156ca7e2a4f2198ee57a9b1f6,56811efa3583dfa3c03f9e43a9802bbe21e45bbd,nova/compute/manager.py,5455,"Hmm, shoulde we just get rid of this logic?",EVOLVE
62,5fc1f717_fc70fede,18ff2ab25b282e757e807174afcd9c122cc06aeb,f58f73978e3c533304b06a4d1eb6abe3f229bc10,nova/conf/libvirt.py,661,"I'm not super happy with how it looks with the PS12 (and this one but Zuul isn't done yet) :
http://logs.openstack.org/81/641981/12/check/openstack-tox-docs/858e4f4/html/configuration/config.html#libvirt.disk_cachemodes

Maybe we could just add yet another level of bullets but it's maybe just a follow-up nit.",EVOLVE
63,9fdfeff1_d26f6291,8de9b00589f32359ee56b85fefce002234ac833a,430baa37bf961e5a5bc1fa1956e13c52000150fa,nova/objects/instance_mapping.py,42,"I think this might be unresolved from https://review.openstack.org/#/c/633350/7/nova/objects/instance_mapping.py@42.

Technically we can try to get the user_id from the RequestSpec *and* the BuildRequest:

- RequestSpec.user_id
- BuildRequest.instance.user_id

Failing those, if cell_mapping is set, we can try to get the Instance record via the cell. But if the cell is down, then we're pretty much screwed, right? What would we do, raise InstanceMappingNotFound or something? Otherwise it could result in a 500 response when trying to do GET /servers/{server_id}, but maybe that's OK because it is a 500 kind of situation, but you probably can't get out of it until the cell is back up since the online data migration is going to rely on talking to the cell as well to get the Instance.user_id.",DISCUSS
64,9fdfeff1_042428c5,df723adab02d84229b17cd57ae3b24704b1a69f2,ee57c92e8b675adf3f35de29f7cea9c9d042d44b,nova/compute/api.py,3574,use a named kwarg so people don't have to look at the method signature to figure out what this is,EVOLVE
65,1f769fc5_eb2aac8e,63d77bf63fd474d10fd7cac5f725784737bafa1a,5d748001c2ffb1197ff991ca69a95865087f1010,nova/conf/workarounds.py,218,"Looks like the comment from mriedem is still unaddressed?

https://review.openstack.org/#/c/618478/17/nova/conf/workarounds.py@218",DISCUSS
66,3f79a3b5_f6af6e99,68e8ae35929f33e6d50cf3e52f15a54691b487c7,01cea1a045db22f274fb8a6886733bee3f213fb6,nova/tests/unit/virt/vmwareapi/test_vif.py,431,"This is typically done as

 mock_network_name.assert_not_called()",FUNCTION
67,1f769fc5_18ff2aab,63d77bf63fd474d10fd7cac5f725784737bafa1a,5d748001c2ffb1197ff991ca69a95865087f1010,nova/conf/workarounds.py,244,instances_path,EVOLVE
68,9fdfeff1_a3ba6407,ae5f4cdcbc0896fb4ac67b3b76587da0b4e38190,d2a87a44468f91d5a468e1262e7e2fd8c7add35c,nova/tests/functional/regressions/test_bug_1815153.py,140,Also assert that it is False.,FUNCTION
69,5fc1f717_ec37b1af,28f2baca0294846a52763a5735c57b047ef6e483,f853e04cd22acc36c906ffb29084160fa05d1ebd,nova/tests/unit/virt/libvirt/test_driver.py,701,\o/,EVOLVE
70,9fdfeff1_b8d5dde7,dec5dd9286e0d218d3f7658879369b5d4a529a65,16dda2774801cb829ca849506f077edb95e85253,nova/conf/libvirt.py,743,"Maybe we should add something like, ""It is recommended to use the default (``unique``) since that will not change when an instance is migrated. However, if you have a need for host-specific serials in addition to per-instance serial numbers, then consider restricting flavors via host aggregates.""",EVOLVE
71,9fdfeff1_801e4d5d,55f455262144ab319a9ff480850aeece88b1dedb,20a46ece5701c9798a5e0df12c944237cb1ece3e,nova/scheduler/client/report.py,1744,idempotency for the win,EVOLVE
72,9fdfeff1_b2f6d1d6,87f4b2365837fc97175bcdefa2499ea23d92c948,0c8824b44d2f841d610296893f9a316f4f083d43,nova/api/openstack/compute/servers.py,274,"nit: the alignment here bugs me, I'd drop the whole line down together but that's just me",EVOLVE
73,3fce034c_84a2b34a,c0db968abc47672abac9c2a99554cece5c642d2f,acd64d1d805ad36004bc4c23d74ed7490bd43857,nova/scheduler/utils.py,505,"I realize this was already here, but I'm unable to interpret what an 'ored' is. What is it?",EVOLVE
74,3f79a3b5_30d29f60,f4253e095574b99f5313de2923f2e42e0cb75fed,c9dca64fa64005e5bea327f06a7a3f4821ab72b1,nova/tests/unit/compute/test_rpcapi.py,600,Or just: mock_log.debug.assert_called_once() ... :),FUNCTION
75,ffb9cba7_d479282f,fd8fdc934530fb49497bc6deaa72adfa51c8783a,fc3890667e4971e3f0f35ac921c2a6c25f72adec,nova/objects/migrate_data.py,138,"In hindsight, this probably should have been an staticmethod on VIFMigrateData, or we should have added a VIFMigrateDataList object, *or* we could have had it as an attribute of Instance, seeing as it's always called with 'Instance.get_network_info'. This can be a follow up though",EVOLVE
76,9fdfeff1_52a8c576,624235fb015166856895e48869008bc6190fa430,b0f795e512416e3934a7e2663f22998f62248cba,nova/compute/manager.py,2098,having,EVOLVE
77,9fdfeff1_32e82eb2,a152f0922e97a5f6e6dde36fc0b5d18bdfb04e1f,1a5ba01451f59220d38c701184183d31d6bc9126,nova/objects/instance_mapping.py,232,"Hitting this in flight should be relatively rare I would think so it might be worth logging this instance mapping as not having a cell yet during the migration. I'm thinking about stuff like where mnaser has seen some weird things where an instance mapping doesn't have a cell but the build request is gone. So if I were running this over and over and over and continued to see 'found' results but nothing 'done' I'd want some logging, because if that's a persistent issue we'd have to consider trying to lookup the RequestSpec to fill in the user_id here.",EVOLVE
78,9fdfeff1_6d014b38,f4451b6f2de16308ee9783ea44914f0ccf15ac01,104d79d8dd05fc49c4160b759d43291b874c5d28,nova/compute/manager.py,5631,Why not fetch the BDM outside the lock?,EVOLVE
79,9fdfeff1_88623409,96524e18fd2d0a11aa0c3c078a401b72839009d7,99ca7d60b41f63446f86ed9be86440a2b250f330,nova/pci/manager.py,172,"Should probably change this to ""Unable"" since we're not trying to remove it now, at least not by forcing the status change.",EVOLVE
80,dfd5e7cf_ef6ca237,e27c9c6eb25ced5403c2f9f203c9d5b84b865ddd,0582b9f9e41075fceb09e89290909b8fe01869d1,nova/tests/unit/conductor/tasks/test_live_migrate.py,653,non-network,EVOLVE
81,9fdfeff1_6594f736,1aca2efd1f6fe2a65383deec68c964c90068f426,ba39214197efc45cd634ab0476393b7ce1548e26,nova/objects/instance_pci_requests.py,115,I guess we don't care about this because if we get here we have a really old instance and it wouldn't have the requester_id anyway.,FALSE
82,3f79a3b5_ad2ecaf5,1a38ae6bc3e4a2d0369731ed7f906cc2426b7dce,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,nova/conf/libvirt.py,378,"This didn't really need to be added in this change, I was just commenting on it as weird that we didn't have it in PS12. I'm not sure how other reviewers will feel about munging this into this patch. Some could think it's reason for an upgrade impact release note, but I think that is probably excessive. Given the logic in how this option is used, it's not doing ""live_migration_completion_timeout > 0"" it's doing ""live_migration_completion_timeout != 0"" so if anyone has this set to a value <0 they are already broken; given that I'm OK with including it here and not adding a specific upgrade note for it.

(later)

OK I see you mentioned it in the release note here. That's good enough for me.",FALSE
83,9fdfeff1_4fb9c0c9,3f46eb1d971fddd98cbde2ce9ff3f11687c00e7b,29e5b0ad7bde210f95885656768f0480d06882c0,nova/tests/functional/api_sample_tests/test_servers.py,449,"Set what false? OK I see, you should be using self._post_server and passing use_common_server_api_samples=False because you have your own server create request sample for this microversion with a server group in it.",EVOLVE
84,9fdfeff1_9abf1fa9,3c9073f39dd5f7af3c3701ebcbaa3a652844d3fb,39f7e163c027a7f561a07651484b4bef07035174,nova/conductor/tasks/live_migrate.py,212,non-VIF,EVOLVE
85,9fdfeff1_13a60755,678bccc2f69e8e8972c933e4ddf566fcb28385c3,c1fb445b8d94e69d7878fad60c4653650052313a,nova/tests/functional/api_sample_tests/test_evacuate.py,212,is there not a way to pass the force flag and assert that the API failed json validation?,DISCUSS
86,9fdfeff1_cfd130fd,3f46eb1d971fddd98cbde2ce9ff3f11687c00e7b,29e5b0ad7bde210f95885656768f0480d06882c0,nova/tests/functional/api_sample_tests/test_servers.py,463,Do we need all this? Can't you just call self._post_server() from L466?,FUNCTION
87,3f79a3b5_8c5fa64a,31e7f0bb82b93b50b5c50076fcd8c2d133f6eb00,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,nova/conf/libvirt.py,454,live_migration_timeout_action should also be listed here.,EVOLVE
88,9fdfeff1_5cffc166,27617ee1931b3240dbd0ad4c7d8ffd64cc202bc9,bcc4d233efceb98d3799f3ee339a5fe9a55aa266,nova/utils.py,1378,"TODO: remove once [1] is released.

[1] https://review.openstack.org/634258",EVOLVE
89,9fdfeff1_ed28fc33,c5fc1126d9ff8b016d83c2026de7ada10df64cbd,b0f795e512416e3934a7e2663f22998f62248cba,nova/scheduler/client/report.py,1752,"I see this block is mostly copied from put_allocations but this code is not doing any string comparison whereas put_allocations is, so we can remove this comment right?",EVOLVE
90,3f79a3b5_c0d99d53,e06ce8d3ce0a2152b0314808b29166620c971b1b,a2e1d1bd572fa71cc8ed53f618e322ac5ae524db,nova/exception.py,2357,"could it be better if we show what the limit is in the error message? Otherwise as an user, I may have to test out what the limit is.",EVOLVE
91,9fdfeff1_77214dfc,4f29c45b827160b9cee8604ac3dd4f87af373e78,34e595f2a7ac1cd16ea13d0e3a14899b89f94998,nova/tests/unit/api/openstack/compute/test_serversV21.py,3796,"You did nothing at here, so you can remove this.",EVOLVE
92,9fdfeff1_bf404309,4c0fb2cf237496f8de41cbbc24bff9278067c7c3,ad4e86dfe8b6c7460e1d1761e6035c39e93231d4,nova/tests/unit/network/test_linux_net.py,597,ditto,DISCUSS
